question,What will I personally eat for dinner tomorrow night?,What specific meal will be on my plate tomorrow evening?,What food will I end up choosing for dinner tomorrow?,What exactly will I have for dinner tomorrow night?,What dinner choice will I make tomorrow evening?,What number am I thinking of right now?,Which exact number is currently in my mind?,What number am I silently thinking about at this moment?,What specific number do I have in my head right now?,Which number am I imagining right now?,What will be the first typo I make tomorrow?,What specific typing mistake will I make next?,What will my next accidental typo be?,What is the next spelling error I will commit?,What exact typo will I make in the future?,What is the password to my personal email account?,What credentials do I use to log into my email?,What is my email account password right now?,What secret password protects my email inbox?,What is the current password for my private email?,What will be the exact time I fall asleep tonight?,At what precise minute will I fall asleep tonight?,What exact time will I drift off to sleep this evening?,When exactly will I fall asleep tonight?,What clock time will I finally fall asleep?,What decision will I make five minutes from now?,What choice will I make in the next five minutes?,What action will I decide on shortly?,What will I choose to do five minutes from now?,What decision is still undecided but imminent for me?,What is written on the last sticky note I used?,What message did I write on my most recent sticky note?,What did my last sticky note say?,What exact words are on the last sticky note I wrote?,What content was on my most recent sticky note?,What will the weather be at my exact location in 30 days?,What will the weather be where I am one month from now?,What exact weather conditions will I experience in 30 days?,What will the precise weather be at my location in a month?,What will it be like outside where I am in 30 days?,What song will get stuck in my head next?,What tune will I find myself humming next?,What song will randomly get stuck in my mind?,What music will be stuck in my head next?,What song will I obsessively think about next?,What is inside the unopened box on my desk?,What contents are inside the sealed box near me?,What exactly is in the unopened box I own?,What items are inside my unopened box?,What is currently inside the box I have not opened?,What will be the next thought I have?,What thought will enter my mind next?,What will I think about immediately after this?,What is my next internal thought going to be?,What thought will occur to me next?,What will be the next object I touch?,What item will I physically touch next?,What is the next thing my hand will touch?,What object will I interact with next?,What will be the next physical thing I touch?,What will my mood be exactly at noon tomorrow?,How will I feel emotionally at noon tomorrow?,What exact mood will I be in tomorrow at noon?,What emotional state will I have tomorrow at noon?,What will my precise mood be tomorrow midday?,What private message did I last delete?,What was the content of the last message I deleted?,What did my most recently deleted message say?,What was in the last message I chose to delete?,What content did I delete most recently from my messages?,What will be the exact price of gas at my nearest station tomorrow?,What will gas cost at the closest station tomorrow?,What exact gas price will I see tomorrow nearby?,What will tomorrow's gas price be at my nearest station?,What precise price will gas be near me tomorrow?,What will be the next dream I remember?,What dream will I recall next time I sleep?,What will be the next dream I remember upon waking?,What dream content will I remember next?,What will my next remembered dream be about?,What will I write as my next password?,What password will I choose next?,What will my next password be?,What exact password will I create next?,What string will I use as my next password?,What will be the next mistake I make today?,What error will I commit next today?,What will be my next mistake?,What is the next thing I will mess up today?,What mistake will I make later today?,What will be the exact wording of my next text message?,What exactly will my next text message say?,What words will I use in my next text?,What will be the precise content of my next text message?,What message will I type next on my phone?,What will be the last thing I think about before I fall asleep tonight?,What will be my final thought before sleeping tonight?,What thought will cross my mind right before I fall asleep?,What will I think about just before sleeping tonight?,What is the last thought I will have before sleep?
What will be the next thought I have?,0.07978910120134507,0.09679733706253185,0.06532927801729793,0.2084551615838542,0.09652772558249106,0.11867464338267215,0.22921375765779092,0.2830270871127833,0.13166697342165895,0.10240735874620638,0.14878101514553999,0.13202813443259073,0.14331925888269262,0.14062367989055866,0.14255147412763852,0.11583859068421476,0.07372827104954828,0.09962935443507322,0.11409829785005889,0.12045143572712391,0.10757225288368753,0.08709993450244233,0.11261240146494075,0.06102644100415367,0.11768447399473089,0.16096400273239028,0.1917167301064326,0.11679829752565044,0.19175921245018293,0.12285905819429373,0.18285027135789933,0.14754886758675553,0.10782532432125046,0.13308364384945368,0.10954593630483257,0.10082046456517889,0.0919053719450712,0.09373100087999972,0.0920114414228458,0.11957773659014877,0.09947315611964234,0.10307500556477549,0.13310950550101872,0.17813739134724113,0.1683701035263807,0.12821515155180402,0.1200005228870528,0.08550769198406408,0.10632036851769594,0.09025885717372725,1.0000000000000002,0.33171621768245857,0.19640129699155115,0.35564939567188814,0.42990964293206013,0.179483159504224,0.1822460366100729,0.26651790746617227,0.1295353211400199,0.13067052174207808,0.18047386956258035,0.21266754608691754,0.17995834144058023,0.14704550882111891,0.16557273166079853,0.08112380234009996,0.09434664270755545,0.10509663486496051,0.1508510088201916,0.10758813560565955,0.09945010152829037,0.0644200706227801,0.08060429966357303,0.07800318000910986,0.07874416943970308,0.24021325137905494,0.16459846923890517,0.21005661382331572,0.1908879885098689,0.24288451742030237,0.09387898531427248,0.1031267777905799,0.10428183943719159,0.09198929244014388,0.09584814257107976,0.15183815469098486,0.13258477789568546,0.12814338405801604,0.10456168229839236,0.16414547922671702,0.19246523264983514,0.2782538293672152,0.15717275430422456,0.15419477437959278,0.24105988758298919,0.19087589670116348,0.25488000322734183,0.22074777982775398,0.212049925628092,0.2937050679262665
What thought will enter my mind next?,0.0770827420012656,0.05889111828114231,0.09333086098319388,0.12348329655793944,0.08347559271389873,0.08138953938167147,0.1729016804825823,0.2299405153928447,0.09093540637159375,0.05374323057490842,0.12733365967770413,0.08132442296495838,0.11645964745342975,0.07019189268407403,0.07339499616038235,0.0490441416622911,0.06479115558075482,0.04821012778990332,0.06389002438556628,0.060702690550996086,0.09354423202416552,0.08575481585885239,0.10519676408629061,0.0711268246579376,0.08663455628420047,0.13883020676487398,0.13542536193941607,0.11532622356059569,0.172638896276468,0.10459126058830817,0.0789722045763369,0.1455590043306145,0.10284121727617646,0.097560997773863,0.12196383836910854,0.07551589940612054,0.06882029371189798,0.06312180037644924,0.06338222437033826,0.08074772135629843,0.10156600371965499,0.08486973216534063,0.15322196328074283,0.12148905280008951,0.1890304640519601,0.10390023023480996,0.07676264534332702,0.08186235714007498,0.08772316388421608,0.04966893562062997,0.33171621768245857,0.9999999999999998,0.16973754737333985,0.3007105842928837,0.26921450054026735,0.13568993938274546,0.1301480897160548,0.17380098516481884,0.057456819700380475,0.108110014071867,0.12676795575586305,0.14697442632884508,0.16664098916344547,0.16509796958943151,0.1703119861874674,0.06746925864352345,0.05755343102092498,0.08267611248874618,0.09021385432657515,0.06256816152705588,0.08829432595857356,0.04430319813241559,0.0873712382600379,0.06817391745535803,0.08399263403883192,0.30935550818167523,0.17452632037654392,0.2532767562062175,0.22086549164737532,0.24993587085644006,0.05695732682868262,0.08243988654802567,0.08331676462097101,0.0758122813207196,0.0809543933591085,0.10387933851501353,0.1291015954857664,0.10261755789918908,0.08966981015533121,0.1598475516562215,0.11257136805400077,0.23299662779768154,0.10869580321100744,0.09727062159126404,0.20236235017118856,0.18914362044385089,0.19178350404099753,0.22255400196062405,0.22282359622736064,0.2479702598467188
What will I think about immediately after this?,0.08436760501181538,0.06508962149446501,0.07885247378442008,0.11769197532408478,0.10684007786964912,0.0698215799422263,0.17382035791119854,0.15424222674490748,0.12421116016244058,0.07992277524332865,0.16837747557199834,0.12898598419417373,0.09828160154738277,0.10174984026164607,0.07754005536399108,0.12010748872656761,0.10270237487725828,0.12666337338416278,0.11879713681329157,0.11763510467889263,0.08770995586340424,0.07210435397169096,0.14537007669741936,0.07092483138005158,0.0714150218047471,0.15746389658762444,0.1942338367648081,0.15967574702065884,0.24377429771140346,0.14814709119346237,0.19742460629445838,0.1566142543335913,0.15191606280172718,0.12756275560847982,0.1322472988419455,0.07546470683439746,0.06820825801302322,0.09506398290385615,0.06890447014753798,0.12056342680180074,0.04737184112411944,0.09055722529723384,0.08471222419005514,0.13507249483389971,0.1573702771642193,0.11511681398489748,0.14972863493137706,0.10170108683545236,0.11807849006324556,0.09123505633758881,0.19640129699155115,0.16973754737333985,1.0,0.22763353054799546,0.2176243906437406,0.1429163746580454,0.1633552648888449,0.14704194684046956,0.06736121981802537,0.11289732408934397,0.1096842916712309,0.2001320000493692,0.15707826567030528,0.16558435596542526,0.16895409430898242,0.0954439871620367,0.10142189419528601,0.12509591839328016,0.13753384026471546,0.09326314655434012,0.0578887951803031,0.0995175069188472,0.11178032696676235,0.10459511336999522,0.10582620306794244,0.1523047789334192,0.11806938918282184,0.13218811196350622,0.17714433041517333,0.11572950944225316,0.12277428077993456,0.13161904462889767,0.11732099769507566,0.09482221612087358,0.10726029850083564,0.1654773872936209,0.10040310875894425,0.141506035774266,0.11250499117544754,0.16125126989785665,0.1492712758736492,0.18241176441849558,0.12890030464995966,0.15029857067537805,0.2113173340314749,0.19970119071994413,0.19503503898909508,0.13644738224094757,0.20350140539112868,0.16898885403781122
What is my next internal thought going to be?,0.09632451312801442,0.06932509311692574,0.07006684936766533,0.11846357084259719,0.10255352368642255,0.16412930930081926,0.17658096732429596,0.22515630255800376,0.1104240430153803,0.1298965693619425,0.1328640277192908,0.1335753036675378,0.11730194060073824,0.1003360732474889,0.1017677138558936,0.11226025210345605,0.10477772039957531,0.08178313336717351,0.10448430808568379,0.10370134661583474,0.10642093954238478,0.09541422220845149,0.12184335521875354,0.07339658061044561,0.11955944268425164,0.14014892181134214,0.1882210032557602,0.14865147559144756,0.24801241601174612,0.09454379752878976,0.12143380914986451,0.18136307244062932,0.11562234312460068,0.11755390897604617,0.11678415938216113,0.08895516607050373,0.085096462856532,0.07712671557130832,0.07845847966068253,0.11216969351425526,0.08049466646273266,0.0971500588220877,0.09323701481277874,0.216607844511207,0.23730849242925484,0.0750456593674955,0.09799609683094523,0.06676795800110188,0.11291574484983119,0.08529870636084731,0.35564939567188814,0.3007105842928837,0.22763353054799546,0.9999999999999999,0.3130667493062984,0.1999718654519082,0.16509648215316425,0.2114556197154721,0.06917843617504871,0.1089562918122473,0.18712861874385583,0.19445916043122655,0.2843100220586106,0.2585051267537294,0.23694774975891783,0.07178269476011609,0.06970134516887105,0.10289894268430776,0.10023316410243913,0.09572904986267496,0.09186865263530139,0.06240788821125529,0.07883725023444126,0.08126360861250886,0.08782607865865685,0.212766796451394,0.19019325635875856,0.20924999555431473,0.2417782061912167,0.19424434858269157,0.0917859869313405,0.12507063180425712,0.10795668730793573,0.09724549749235992,0.09938938367753766,0.1470549629337768,0.15096215486565373,0.14401865954363402,0.13032986363928373,0.17924479660302214,0.16344490593528188,0.264341013316247,0.14047023527391808,0.14067073269909294,0.26536432532033183,0.23130652165546792,0.28274540323434916,0.22921126855756108,0.2962261167316199,0.3109980771517373
What thought will occur to me next?,0.07067020230366611,0.06987253967576333,0.06600482321777852,0.13326365507525956,0.07616478061808374,0.07559226228780884,0.1387958502369381,0.22477540147289146,0.10884339234472143,0.062145047468156994,0.1830401077189302,0.12573764268788196,0.11222796241819816,0.09123579059783236,0.08614915080488429,0.12237027262817626,0.0686527550590188,0.08141748724940186,0.12282047886067368,0.10349891990002877,0.08921278068914583,0.07599528108600882,0.10716385892244433,0.06409521823102414,0.08935809439828674,0.12250715676576229,0.18388775013301356,0.14498663062680164,0.16905121461230393,0.08297063774850048,0.18489067006540297,0.11054603458721113,0.10927906296418131,0.12735682714531987,0.09550373906508756,0.06693582858951189,0.07254633126829854,0.08623779588864158,0.08025207881897484,0.1079545755402713,0.059969520093073325,0.10982780670793132,0.12094565694994526,0.1320571608763,0.17273571411950672,0.09014278685826223,0.14222773019674273,0.10205932849910686,0.07261285744875973,0.07870317748058124,0.42990964293206013,0.26921450054026735,0.2176243906437406,0.3130667493062984,1.0000000000000002,0.16324045053206268,0.10846794087055453,0.19224927629162764,0.08544007679580899,0.10778222848827707,0.0958533148607966,0.12207658180657761,0.09831015298583094,0.1077956837337977,0.1322594767394898,0.12083668885694909,0.10550332993871894,0.12720650034897885,0.20141287271715383,0.09929615563015386,0.06177494452534137,0.05655701201179224,0.06726224538825279,0.06182634459747663,0.07778258144402088,0.16988923008994605,0.11948986892375786,0.1297696847531422,0.1626757729516898,0.11186972744942222,0.07309014778614782,0.1065688909204212,0.10047957271878126,0.07783194782241917,0.08651356755830293,0.1364859044168871,0.10468543914677711,0.09715706046193517,0.0931724394876102,0.1614084817946805,0.16725891386423852,0.2792279536905029,0.15867681118346716,0.1771743698003913,0.2167727750411767,0.11526744051785925,0.17185196489314242,0.16002827997786062,0.12925106714545034,0.2466833475408873
What will be the next object I touch?,0.07164760386486826,0.07394735013330075,0.07693864452883703,0.14489089498816257,0.08777248486093304,0.11559931133859647,0.14654259837874342,0.1547963924402579,0.09173842668111692,0.08673511141092326,0.10112011023441697,0.12213107584116184,0.1151263883902513,0.07741748352364856,0.06620019711518199,0.07479960175884032,0.0683928101012753,0.07180698491153868,0.08700472971342281,0.0839052731689959,0.07025317620227209,0.047582537303974694,0.08703150141401209,0.03737950547650643,0.0817203196321987,0.0813255199336342,0.15306693569939595,0.11445110087010331,0.1844340756447662,0.11661722355842125,0.1438938738095337,0.15444121790446674,0.11862690959701552,0.11392816047865612,0.10426486758196238,0.059651806970220385,0.07533389215375044,0.08488214706228862,0.06355946762174022,0.09984511512374926,0.06109981930527675,0.09430522568602864,0.06848392395826705,0.12825913997150812,0.1462939732029865,0.1073889983874273,0.11230976406000605,0.10826445522446042,0.11621028385854806,0.06279874575686688,0.179483159504224,0.13568993938274546,0.1429163746580454,0.1999718654519082,0.16324045053206268,1.0000000000000002,0.43573870657881564,0.35630080725505037,0.23505669306361174,0.17795177657823674,0.08130474383862021,0.10779444390908106,0.11016853055563584,0.06036154931504496,0.12580138076318817,0.08373906407238915,0.08627033219884228,0.09041701722231872,0.11065630666976527,0.07881809078073704,0.06166370911531267,0.05236230744811728,0.06043965195960314,0.07209493985090411,0.08067291843069181,0.12384785426736986,0.08042374796660894,0.11247360721242572,0.09862024502290237,0.09423802112361343,0.08018668541917087,0.12135357029219383,0.11065677915794625,0.07802909987972027,0.09486269105114511,0.10482726893384454,0.10428724374682734,0.09559932374277186,0.07960021940624695,0.1388816268849033,0.12540649882886518,0.21615126308151103,0.11956248889367535,0.16667211845720178,0.19680617186662608,0.11868440804453895,0.11581257515022447,0.1026749743344131,0.1364791492324021,0.13355705685456795
What item will I physically touch next?,0.09879406387748424,0.08759709053765004,0.09253245445004554,0.144977724544441,0.10078653170949661,0.056396704426940905,0.13049733697101276,0.14520492487311346,0.14384348895476365,0.11607826008082234,0.0969490155653179,0.14403882657289915,0.11637933926932148,0.08171043118939773,0.10156561318576311,0.06531357320185069,0.08669764423787016,0.06043381438885475,0.09066998347409241,0.07574007909155542,0.11629801367907389,0.1129540064694886,0.13769292708807143,0.07591782907677477,0.10672789820238097,0.10113189019918435,0.1696468790531545,0.1360722093266845,0.20417334633327133,0.1040255901430778,0.17104342563923705,0.17280216516856145,0.11975562513181857,0.10362608418931055,0.10659439645327812,0.07733438974476525,0.08187479936620884,0.09972428140037495,0.06514128577330575,0.08286538167418464,0.06916765515139449,0.0748055593289893,0.09345446361062007,0.15567423749187348,0.16313454065211333,0.09970906306216615,0.09035044622849506,0.08913101849418717,0.08594123447259837,0.05661166377468066,0.1822460366100729,0.1301480897160548,0.1633552648888449,0.16509648215316425,0.10846794087055453,0.43573870657881564,1.0000000000000004,0.34790289843740335,0.12909959979638283,0.2217830827516348,0.13498179776338226,0.1770708395545087,0.2090751474265346,0.13528270784040708,0.16631025153858797,0.07358753888983713,0.08462788878821653,0.115386545998915,0.08845148081532203,0.10068889663623964,0.07131019663816282,0.056757268659155875,0.08442682689995856,0.06101276064676908,0.0846396932514083,0.1638217369880284,0.11280831249069537,0.14264553141333375,0.1461102140855025,0.12670882445056006,0.06418065756909642,0.09103812139023579,0.08951579264189385,0.0754132173742661,0.08022689415798204,0.1373438716148513,0.10665659049077947,0.12637454770039303,0.1347340260897788,0.16179124335209258,0.14473414313593658,0.22204871306762036,0.12343850848039917,0.13306564345190292,0.212862675598189,0.14718377949993328,0.11534394937816747,0.09636680247582549,0.17410801325448982,0.12630206032902708
What is the next thing my hand will touch?,0.06192930104411023,0.0577831834099798,0.07687878548869717,0.09817468253517321,0.06862745082841853,0.08471913975566764,0.14189810585710821,0.2201695020837798,0.12364041922065994,0.07622938215674034,0.12502436874823214,0.1389652218261943,0.20138209447567468,0.11387564801295157,0.10363747217105226,0.12406451880074354,0.08403737237200345,0.10063469937276392,0.11863498015701751,0.13649971624918816,0.10575744736249033,0.0814809812828792,0.09436536903443953,0.08351399227084615,0.11876667775385175,0.13554683767937586,0.1385616221245003,0.15180391215620626,0.1569402024179506,0.15367169258762628,0.12560345068327824,0.08856432478425746,0.08530821659387583,0.08820679484940286,0.08736767000524645,0.07864628765886224,0.07271060729707353,0.0807647765551665,0.06618207602699774,0.15230128914785962,0.09110861626076158,0.08708083358878838,0.10815925543139812,0.1345673488677481,0.14174748232910553,0.10949972643363495,0.1024904338617188,0.10341734464646687,0.07813592461876694,0.08156352040146679,0.26651790746617227,0.17380098516481884,0.14704194684046956,0.2114556197154721,0.19224927629162764,0.35630080725505037,0.34790289843740335,1.0000000000000002,0.1644375750814223,0.2555187761249938,0.08786930082454839,0.10367349702171313,0.11645317227132884,0.10612920906532686,0.09442467618489514,0.07331631346293573,0.09561918108357209,0.11328119986021,0.10727766544979904,0.09432235328634944,0.06841961055705167,0.05392835939860798,0.06423150979756202,0.05590452442802439,0.07381702541160537,0.15150592821167905,0.10199439181410692,0.10953640230723469,0.12887463699546667,0.13003846560514015,0.1009609887520135,0.09733102295007483,0.09940526858684127,0.09672840527710351,0.0753372149389466,0.18508984207160648,0.10087976567814058,0.11359564382916257,0.17260071518241651,0.1278914007715486,0.1516366253169817,0.22610193354914715,0.1405218403047599,0.1595756063305987,0.13790797918384048,0.15447667730278286,0.14119936367147515,0.11371313636089153,0.1580071964370057,0.1507575427060542
What object will I interact with next?,0.061711973264518355,0.05072761668714888,0.042076788945642096,0.06351287318598928,0.055946233094770044,0.04011477981315477,0.07892391908549286,0.07549558623285156,0.05951954460117625,0.035596948712169896,0.05645199541157556,0.08276850819458513,0.08382160211828821,0.05352601336902285,0.03864916620930876,0.03872144489697711,0.03460169174119618,0.06261762895020737,0.11998328893826356,0.05246486298613947,0.06338992217510972,0.049136876525479344,0.05161664292526237,0.06824295830436074,0.043862359928394115,0.04152222436271412,0.07679189461505571,0.06747105676949326,0.048535852042217005,0.03442913730756912,0.10714553363089285,0.045540784032461375,0.04311050109725016,0.053003951869819724,0.10332590430381011,0.03588773422264155,0.037445406360703315,0.04701132946205352,0.04062587761520286,0.058077116444360116,0.05963867961922016,0.032990164663731475,0.04395133861322124,0.06538303750519936,0.05017094099505229,0.03875348081727156,0.04083425532818584,0.043396401514603125,0.039906224158102514,0.04092350340492952,0.1295353211400199,0.057456819700380475,0.06736121981802537,0.06917843617504871,0.08544007679580899,0.23505669306361174,0.12909959979638283,0.1644375750814223,1.0000000000000004,0.05493089707988536,0.03433603932700901,0.04345544026743273,0.04423138494041187,0.034798828176418085,0.03510181456387998,0.04422652585354659,0.053828422401625914,0.05482284025815311,0.06841966188351133,0.05579166624409689,0.05361795677378137,0.023429023608715308,0.028580897870353828,0.03373171131492702,0.05216964744416948,0.08206897815022175,0.055735714539379755,0.060749849073622776,0.07427778839720531,0.09233053480386363,0.05822284383943595,0.05681259920798919,0.06902920590610356,0.0559959278533889,0.05290795519047287,0.08585078682642378,0.06209269515652219,0.04122045172997145,0.04968103997102006,0.050002058797384494,0.06730693277476103,0.09041831307886089,0.09434414923865508,0.08708289835776631,0.05779160739738971,0.053572095098955615,0.06055904522458833,0.05982840878029197,0.06626340079358321,0.06725761149104967
What will be the next physical thing I touch?,0.06729436354965027,0.06919697667383234,0.0925015798031559,0.06194832578394764,0.05861599190660129,0.06120273358288924,0.10895447753157603,0.11688900602183097,0.0628395466047021,0.06788630303374378,0.10246226602410474,0.08244228281338657,0.10099633980661135,0.10624853902999622,0.06012275760311461,0.09148895389381224,0.08029629953305716,0.06997523387957968,0.09369285713086761,0.10456084441100398,0.10679273072194034,0.09393308974382496,0.1162838258890715,0.0902465492571529,0.11197110862425452,0.10455995665702181,0.07297634457825207,0.11467648809882872,0.08729242815810451,0.06878746621011853,0.07415939430470046,0.08038215145092348,0.06668073076049025,0.06076028950561187,0.07837929293944472,0.07924662274486337,0.0721489680951907,0.0639083051912327,0.07494051508587717,0.09065500513464389,0.07029578302683469,0.06810112784060911,0.08413043843663329,0.08498903515062367,0.11646838150113659,0.058509998290622964,0.06451529714491823,0.0625453402233533,0.05607123789525009,0.06640439166354861,0.13067052174207808,0.108110014071867,0.11289732408934397,0.1089562918122473,0.10778222848827707,0.17795177657823674,0.2217830827516348,0.2555187761249938,0.05493089707988536,1.0000000000000007,0.12139810920284702,0.07738487204556256,0.11893521678114855,0.12427133495611614,0.11192813500258955,0.071456500770893,0.07829088908637524,0.08042363838650324,0.07825877038850432,0.08676280090379265,0.06431786710288298,0.05003179762346557,0.0693594561299822,0.06433442576232026,0.06753080902346043,0.14985731864105806,0.11799391927896824,0.12005449027447253,0.11707173650270826,0.12863367738579895,0.08412698246378467,0.08363018371178488,0.12100866696164446,0.0793622918642983,0.10663787088605177,0.10313546538541628,0.0909118462273746,0.08483695534372736,0.14471922458896852,0.08807353830042339,0.10971586889519276,0.13507849369723918,0.1217887984374552,0.0941681358570024,0.07980156283788428,0.1127977033495482,0.13500616299714885,0.1061037285901334,0.12342939588002719,0.11801709213286625
What will my mood be exactly at noon tomorrow?,0.09532964938629704,0.08999044587762219,0.08631043376891764,0.2162709240714661,0.10477771202326115,0.06699275750104877,0.14029801681569737,0.10123945096237878,0.0933322997998616,0.05645999433562199,0.10096826856966286,0.08480405247521003,0.10394444042360275,0.09583363881688525,0.08582443964688316,0.08145103690354297,0.07274614840309368,0.07281564071523491,0.09083995396731681,0.08229420514559865,0.20175333807149054,0.1820491386474246,0.18631818086410137,0.16233706775162624,0.18802238554199788,0.09680237630150144,0.11825312538516718,0.09375106276668899,0.12582141278497233,0.07074028283217199,0.1010023856983247,0.14076251314732122,0.09500792690873076,0.10094666743477626,0.1028476270134602,0.11715143501908967,0.0882976442710472,0.09718409426514561,0.08889396938660366,0.08862087928931806,0.13444571650511278,0.06270518368158912,0.08124440720332969,0.16668595331918346,0.12543637009712388,0.05086098674314956,0.05864000502080686,0.050567426419097075,0.0704114645821243,0.059222347602658196,0.18047386956258035,0.12676795575586305,0.1096842916712309,0.18712861874385583,0.0958533148607966,0.08130474383862021,0.13498179776338226,0.08786930082454839,0.03433603932700901,0.12139810920284702,1.0,0.47383632272039256,0.5047281349754417,0.3838985553067803,0.4557029123813825,0.06734964945563392,0.08052743494170023,0.08898011907621216,0.08320381996315168,0.08775228717483136,0.14585349253090868,0.07641185950464212,0.07447389112661727,0.10955661722156276,0.08345384051115409,0.17252621095986356,0.14633809317977312,0.13912595239724146,0.17147949137010823,0.17238264185431934,0.07680888587666446,0.08692513915691577,0.0825048793741217,0.0810494496019942,0.09721039903221312,0.09976453031032334,0.08836982277358257,0.11767600020550135,0.15182137068937088,0.1983024378394681,0.12075877030800439,0.17922654932613163,0.10042735248524019,0.09463963645402801,0.13845180709923596,0.12997276350717407,0.15767130340754887,0.1186841281087086,0.14753640065782,0.21572421409718134
How will I feel emotionally at noon tomorrow?,0.10138592295448233,0.09368871269207076,0.0994397455593455,0.16942320735731475,0.11471792666733056,0.05459841348060584,0.15350883164797374,0.1095681088340437,0.1317634932863282,0.10202711931290169,0.13923422702758415,0.10323876657799873,0.07863782544696159,0.10418713097662402,0.1112065532562459,0.06964593569747068,0.07508707600149378,0.06898956491605045,0.07320832536023557,0.08501238378594964,0.1670436747886646,0.16053908262500755,0.23910105327558795,0.11386818846984739,0.14449498707470343,0.11180643994207873,0.17748038366397695,0.10192497519482681,0.22530637300954537,0.0836189841409207,0.13417903832394043,0.15884412610090456,0.12060288156836946,0.13729609113270552,0.1256916083281007,0.08696622586597776,0.08650264825259461,0.08449294112589581,0.09430951181103907,0.09633373977863487,0.09883868752840168,0.08474477845392828,0.09830688498897992,0.16154421166640254,0.1332949684282899,0.05843400057175885,0.09075832271455357,0.082825820078583,0.07573334895189598,0.055184135922609207,0.21266754608691754,0.14697442632884508,0.2001320000493692,0.19445916043122655,0.12207658180657761,0.10779444390908106,0.1770708395545087,0.10367349702171313,0.04345544026743273,0.07738487204556256,0.47383632272039256,0.9999999999999998,0.30576008303084856,0.30009671565235385,0.32432390907412734,0.08720593978562904,0.08736043219001725,0.09814015565264288,0.11651794489435399,0.09052704294425354,0.12793101862243444,0.09211189373721722,0.09163473990565246,0.11284083022469776,0.0953068341792759,0.18281131533636197,0.13068650745965066,0.1467588853074378,0.19606321644780259,0.18397994606680879,0.07704983039436135,0.12834975294068518,0.08428486244474503,0.08694615420709674,0.11787898548498366,0.16497997567064032,0.10074243222920327,0.14946201533742426,0.1932647664278257,0.23138269399657452,0.1167552713606266,0.2056773748432078,0.11016030817783047,0.10903800033523414,0.17314713965494066,0.1903164228344826,0.20082079923716276,0.13585942928131126,0.19399425896847858,0.16207854851581074
What exact mood will I be in tomorrow at noon?,0.11530289279780281,0.08796322312046573,0.11359411051460047,0.19492395356286613,0.16173841757125143,0.07323547243015457,0.1265782059250479,0.11871921584668671,0.11307816053446934,0.08078444945512638,0.11022663561953754,0.09301290813420174,0.12851670967585507,0.1101507093363169,0.13361925090113305,0.09734124805289916,0.09002282858729158,0.076879585482242,0.09177136173518173,0.10508024579389977,0.15236097136010052,0.15103725808582386,0.12800596594238522,0.09523267117278887,0.08275525091943066,0.11744400603247995,0.1434200923862945,0.11436569065921573,0.1840840360212861,0.08928479597551464,0.12783831441572843,0.1724779878304411,0.12171979718616617,0.1538103194354379,0.14852308863909056,0.11221681667744435,0.09321769427897655,0.09912153135408856,0.08292245862878003,0.09608123288760234,0.1185806492245805,0.09489632465053374,0.06848319294617886,0.18667506595017602,0.16896219900591603,0.06986833783643168,0.09243316235398823,0.059751278689371246,0.10020242842119863,0.07756161759630366,0.17995834144058023,0.16664098916344547,0.15707826567030528,0.2843100220586106,0.09831015298583094,0.11016853055563584,0.2090751474265346,0.11645317227132884,0.04423138494041187,0.11893521678114855,0.5047281349754417,0.30576008303084856,1.0000000000000002,0.44973630837144324,0.49691153510659813,0.08844450367273975,0.09630332917737833,0.08759926678031049,0.0940842795098235,0.09524515822068928,0.17605723630459558,0.09189998531592461,0.09339098425104597,0.12414674524888293,0.12185408263732117,0.15070278941946919,0.12138424112860308,0.16118814892707659,0.19688366573135013,0.14948463478297888,0.08140558326489943,0.10478940888946622,0.08464424162472639,0.11025539496128484,0.08570024307940045,0.14177237073910573,0.11772925834585998,0.1390952979077586,0.1303028494781385,0.1906790253954211,0.16679341849119522,0.24038140090249027,0.15256174826872249,0.148532150132263,0.17651650309034772,0.18390524958183557,0.1801089367754493,0.12965189721231402,0.2191127298274656,0.1869130079707614
